ra,dec,sp_type,flux
205.25977684876997,22.4957705419,"K0III",5.58
205.68095702608,34.98902068752,"G5III-IIIbFe-0.5",5.96
207.42843653774,21.264101313699996,"K4III",4.91
207.16139673999996,31.19020670618,"K0III",5.57
207.94781245992078,34.44424028042583,"M3-IIIa",4.74
340.36550299,10.831363310277778,"B8.5IV",3.41
204.36511192,36.29489794871,"A7III",4.95
207.95666927126,-32.99408494549,"B5III",4.52
330.73608664172,44.649861270639995,,5.715
98.85090926945,-36.7798784237,,5.886
200.9846746374,54.92180938212,"kA1h(eA)mA7IV-V",3.88
139.32184357674,-68.6895931281,"F5VFe-0.7CH-0.5",5.39
252.30923790703997,45.98331948357001,,4.826
79.17232794433404,45.99799146983673,"G3III:",0.08
250.31919789825204,31.60458387836,,2.88
62.90084880974,-20.356154633329997,"A1V+(F/G)",5.8
154.17398903435,25.37071531051,"K2III",5.84
48.018874183263755,-28.987621986758608,"F6V",3.98
260.924,30.4971,"SNIa-norm",1.07
134.8018881454904,48.0418228606861,"A7V(n)",3.13
127.26980186667416,-47.928916268365555,"B1.5V",5.535
40.825171593327084,3.2358241460283335,"A2Vn",3.54
76.97035638749999,8.498434238888889,,5.72
78.32283087218,2.8612392074300006,"K1III",4.48
241.09231412321998,-11.373207404929998,"F4(V)",5.16
241.09220319117998,-11.372964558680001,"F5V",4.87
261.71657559543,-45.843030529509996,"B8V",5.64
82.6960460248,5.9481452814299995,"B5IV",4.46
67.53582485742,15.637833068089998,,5.666
229.63345014166666,-47.87529208611111,"B7V",4.945
17.375508599999996,47.24179658888889,,4.294
101.28715533333335,-16.71611586111111,"A0mA1Va",-1.46
239.74228204474,-65.0375849518,"B7III",5.74
217.81850036483996,-67.71720259974,,5.903
242.99889102838998,-19.46069060489,,4.349
248.52576011027003,42.43700948629999,"B9V",4.196
330.9476655904899,64.62797113084,"kA2.5hF2mF2(IV)",4.45
2.5801937520220832,46.0722710393975,"F5II",5.04
9.22021384008625,33.71934341518167,"B5V",4.36
12.170601310553335,7.585081917256668,"K5-III",4.44
33.25000132715,8.846702350650002,"G7IIIBa0.4Fe-1",4.35
5.017744306231667,-64.87479366391888,"F9.5V",4.23
9.638947629184164,29.311753227467783,"G7IIIFe-3CH1",4.38
7.50982674913,-3.9573272038600003,"K5III",5.72
13.742108691523887,23.628327740257397,"K0IV(e)",5.45
1.3339215498499999,-5.7076199163391665,"K0III-IV",4.61
6.98207425573,-33.00716596713,"M2/3III",4.81
11.63729937483,15.475509018240002,"M4III",5.38
24.498158433053337,48.62821196304722,"K3-IIICN0.5",3.57
37.954560670189856,89.26410896994187,"F8Ib",2.02
326.22199641234994,62.46056906868,"O8.5II",5.94
349.2122461168096,-7.7264993337691665,"M3III",5.06
4.856976645352915,-8.82391915982472,"K1+IIICN0.5",3.55
7.583060093080003,59.977552632460004,"B7IV",5.94
10.126846007691249,56.537329217042775,"K0-IIIa",2.23
28.66004578884514,20.808031471916408,"kA4hA5mA5Va",2.65
44.69029234138,39.6627265502,"A2Vn",4.7
49.05084504459,50.93766810733,"G5Ib-IIa",5.03
4.272926513519167,38.68163572933945,"A2V",4.61
10.443322082299998,-56.5013162284,"A3VpSrCr_Ksn",5.7
11.834690495196249,24.267178550475833,"K1III+KV",4.06
21.005847006805414,-8.183260897344443,"K0IIIb",3.59
26.01701307163417,-15.93747989102139,"G8V",3.5
37.0398210789746,8.4600602248073,"B9III",4.3
40.8629761644,27.707149409290004,"B3V",4.67
3.615128360674167,-7.78052868576889,"M3+III",5.12
9.831679638429584,30.86098357599195,"K3III-IIIbCN0.5",3.28
14.301667830110834,23.417650023123606,"G8-III",4.42
25.51454017892,35.24570525388,"B9V",5.64
32.169079568159994,58.423602976279994,"A1Ia",5.68
40.56214403095999,40.19395048125,"F9V",4.92
47.04221855625,40.95564667027778,"B8V",2.12
2.2945215777878776,59.14978109800713,"F2III",2.27
9.242852031185834,53.89691044421194,"B2IV",3.66
12.276227476217503,57.81517728880999,"F9V",3.44
17.37552339943203,47.241794288193404,"B5IIIe",4.25
18.79633928432417,-45.53166460574416,"F9VFe+0.4",4.96
27.396261525257913,-10.6864086109725,"F0V",4.68
55.73122001957376,47.787496738188054,"B5III",3.01
29.69224409758834,-61.56982215319751,"F0IV",2.84
51.16898632479,64.58599440748,"M0II",5.19
63.72443131105167,48.409330648442776,"G0Ib",4.16
25.145067440228747,40.577038805908344,"B8III",4.94
27.99716701692,55.14738435937,"B1.5V",5.52
42.67420822277708,55.895494367171665,"K3-Ib-IIa",3.79
44.10687184660001,-8.8981434724,"K1+IIIb",3.87
64.47359333520666,-33.79834789118277,"B8V+B9.5V?",3.56
68.46215763444,14.844428238220004,"A8V",4.65
76.6287255888596,41.23447574166194,"B3V",3.18
12.45352635157333,41.07891089498556,"B5V",4.53
17.06792893936375,54.920155889239716,"G5Vb",5.17
25.58552893003,68.04302513591,"A0VpSiSrEuHgMn",5.59
35.58930962793999,55.84565287591,"A1Ia",5.17
43.56449050346,52.762467426469996,"G8III+A7V",3.96
56.871152303749994,24.105135651944444,"B7III",2.87
57.29673582413,24.13671019778,"B8Vne",5.09
4.581905703219166,36.78522459491082,"A2V",4.52
15.735868263886667,7.8901331810086095,"G9IIIbFe-2",4.28
46.19925046367875,53.50646183498722,"G9III+A2-III:",2.93
49.87916936539666,-21.757865396989718,"M3III-IIIaCa-1",3.7
6.550838931848333,-43.67983065874444,"A5IVn",3.94
10.51621753161,50.51253344554,"B3IV",4.81
15.70456995008,31.804261676309995,"B9.5V",5.5
39.24419895574001,-34.57797534624,"G1V",5.79
40.825162898112545,3.2358163764959436,"A2Vn+F4V",3.47
43.95207499916666,18.331639704444445,"M6-III:",5.93
49.9818788009275,-43.069781996785,"G6V",4.27
51.79225241356,9.7327419509,"B9Vn",3.75
53.10941360307001,46.05686155738,"F6III",5.32
61.11317891791,59.155509074520005,"F0II",5.12
64.12095061260834,-59.302154414251106,"K2III",4.44
26.936810149182495,63.852503056109164,"K0V",5.63
41.275828336206246,-18.572622827755275,"F7V",4.46
47.90736069940499,19.726673110293053,"G9.5IIIb",4.37
53.23268537982792,-9.458260970518056,"K2V",3.73
55.67807080405,59.96938969428,"K3.5IIIb+G",5.78
56.29058389182,24.83926199956,"B8V",5.64
57.29059607421416,24.053417133280284,"B8III",3.63
333.57513688698,-21.074567166789997,"K0III",5.526
13.2674851758,61.12397202496,"F9V",4.8
20.020485277440002,58.23161323440999,"F0Ia",4.98
28.5988920257,63.670100066329994,"B3Vp_sh",3.37
31.79335709957655,23.46241755020095,"K2-IIIbCa-1",2.01
42.27257876772,-32.405897779689994,"G9IIIb",4.46
47.37418183354417,44.85745828572973,"G9.5IIIb",3.81
56.218904540787506,24.11333785002,"B6IIIe",3.7
63.817998412477074,-7.652869660838334,"K0V",4.43
7.012144838729999,17.89312704868,"M3III",5.06
30.57545169054,54.48754031555,"B8III",5.04
68.9801627900154,16.5093023507718,"K5+III",0.86
46.29414106098047,38.84027619029382,"M4+IIIa",3.39
50.08484196336125,29.04845766232917,"K3IIIaBa0.5",4.47
55.53885630981,63.216796830659995,"S3.5/2",5.11
56.29846973267084,42.57853042796416,"F4II",3.8
59.463497424225004,40.01019978155972,"B0.5III",2.89
6.4377931550222804,-77.25424611998604,"G0V",2.79
28.2704392446475,29.578818669729724,"F5III",3.42
51.08070871833333,49.86117929305556,"F5Ib",1.79
52.478098350379994,58.878749133439996,"A0Ia",4.54
56.47698521152,24.55450991618,"B8V",5.76
83.38102705571,-1.1560720701299998,"B1V+B4.5V",5.34
25.446361892124575,42.61339487994944,"G1V",4.96
27.86513061761,-10.335031066289998,"K0.5III",3.72
36.50144983855,-15.341248674070002,"A3VpSrCrEu",5.83
49.99695557921999,65.65230155745,"B2.5Vn(e)",4.85
59.35601916447,63.0722638211,"B9IV",5.04
60.22419834909208,-62.15928285026389,"M4III",4.5
25.357892261787082,5.487611634559999,"K3III",4.44
33.26376742179,15.279863080149996,"M0III",5.7
55.8909744843,-10.485656988259999,"A5III-IV",5.61
69.17263542063749,41.26483482116888,"K0II-III+B9V",4.26
91.05625140505,-6.70895149805,"B1V",5.21
26.52485575357,-50.816254465990006,"M2III",5.49
42.87848894136,35.05973970443,"K5.5III",4.53
44.928718911895004,8.907385887939999,"B6III",4.7
52.71823990313,12.93666963977,"K0-III",4.1
56.20089556751999,24.28946759207,"B7V",5.46
66.00919305988,-34.01684951183,"K3.5III",3.96
70.11046426124,-19.67149187359,"M3/4III",4.3
36.10381664225,50.00654333251,"G8III",5.19
45.59791399675917,-23.624471723482227,"A3IV-V",4.09
48.05935880722999,27.256968241330004,"B6IV-V",5.76
57.38618181326,33.09136457352,"A3V",5.11
74.09281653025542,13.514468784302222,"K2-IIIb",4.06
82.81054929439388,3.2921313641666665,"B3II/III",5.46
84.26826017417,11.03499586436,"K5III",5.9
99.17099032848041,-19.25588040351555,"K1.5III-IVFe1",3.91
38.02161582704584,-15.244903767084717,"F5V",4.75
49.68261104727041,34.22265388023805,"K2IIbCN0.5",4.82
55.28273833134,37.58019663798,"B7Vn",5.57
58.53301031291666,31.88363368388889,"B1Ib",2.85
60.1700698910475,12.49034444100722,"B4IV",3.41
61.173803671547084,22.081929673256663,"K0III-IIIb",4.37
69.18996363611527,-62.077165937032035,"M8III:e",5.4
55.57894865937,19.70025513221,"B7Ve",5.69
68.37730105433,-29.76649184907,"K0+IIIbFe-0.5",4.51
68.88765817174708,-30.562342037091394,"G8+III",3.82
75.49222653615,43.82331030981,"A9Ia",2.99
76.36526836354416,-22.371034487030837,"K4III",3.18
83.78448366963,9.934164257309998,"O8III((f))",3.47
93.01366640034375,16.130403784392783,"B5Vn",4.92
48.94987708504,57.14062318321,"A0Ia",5.79
50.27834658121,3.6756225920300007,"G9IIIBa0.2",5.69
54.12241555310417,48.19263455720194,"B5Ve",4.23
55.81208557481292,-9.763391932194168,"K0+IV",3.54
56.302083304839165,24.46727376214722,"B6IV",4.3
82.80311450158,-35.47050660183,"K1II/III",3.87
52.65396722406,48.10360374735,"B8V",5.82
54.27365848581,-40.2746603362,"K1III",4.58
62.165389873278755,47.712510557601675,"B3Ve",4.03
73.5125474527996,66.34267600708583,"O9Ia",4.29
87.73996785288541,-35.76830962121,"K1III_CN+1",3.12
92.24126552976,2.49969033346,"B9V",5.73
55.1597213081,-5.21070992533,"B9IIIpSi4200",5.53
56.80975276363666,-74.2389628753575,"M1III",3.26
65.1680234826,65.14044147522,"G4III",5.27
76.53521971614,58.97237311745,"B3Ve",5.08
77.28660023210293,-8.754083776334722,"B2III(e)p",4.27
78.23292901709,-16.205463499750003,"B9IV:HgMn",3.29
80.9867824417454,-7.808062597089446,"G8+III",4.12
89.38420856924667,-35.28328098648139,"B2.5IV",4.36
90.81501527976,-26.284542797220002,"K2.5IIIFe-2",5.04
52.64368902509,47.9952163484,"K3-III",4.36
62.710711357908345,-41.99364277524639,"F2IV/V",4.93
63.50047592756917,-42.29436854309194,"K2III",3.86
81.28276355652378,6.3497032644440665,"B2III",1.64
97.24077555916666,20.212134895555558,"B6IVe",4.14
100.98302979662667,25.131127192367778,"G8Ib",2.98
72.65301036721706,8.900181169455834,"A1Vn",4.35
74.24841676022209,33.166093772077225,"K3II-III",2.69
76.96239535462041,-5.086496983969999,"A3IV",2.79
82.69604545293245,5.94813679249986,"B5IV+B7V",4.2
82.98274983152,-7.301537745826389,"O9.7V",4.63
88.95487818018,20.17518830669,"M6-9.5e",5.4
104.31918858666667,58.42276123194444,"G2III",4.35
115.12704311894,87.02010501652,"K8",5.07
111.78767390541668,8.2893157625,"B8Ve",2.89
68.49907161292998,-55.04497896378182,"B8IIIpSi",3.28
87.14558439635,-4.09464494104,"G2V",5.97
87.47303946824165,-66.90119819821057,"B6V",5.11
89.88217886833333,44.94743257194444,"A1IV-Vp",1.9
95.5284372868,-33.43639894756,"G7II",3.85
100.77071698459,44.524449467130005,"K5III",5.02
100.99702978194,13.22799990159,"K0+IIICa1",4.49
116.87634926849,33.41569686352,"M0III",5.14
120.5664038383367,2.334571901765,"K2IIIbFe-0.5:",4.38
142.88504352785,35.10327204243,"M1III",5.37
145.93294510542,14.02170308319,"M2III",5.35
154.27408023573,42.91441380519,"A1IV",3.45
169.83519729807168,-14.778539835960277,"G9IIICH0.5",3.56
181.3022159695604,8.733018576605835,"G8IIICN0.5CH1Ba1",4.12
185.0874224675821,3.312570893611389,"K0.5IIIbFe-0.5",4.96
65.73372983164,17.54251383399,"G9.5IIICN0.5",3.76
68.47803182661,-6.73891179199,"ApSi",5.72
69.54509840443708,-14.30402789671278,"K2-IIIb",3.87
70.14046880567959,-41.863751263843064,"F2V",4.45
78.07462743943667,-11.86910091103778,"B7.5Vn",4.45
83.05313179526708,18.59423660180722,"M2Iab-Ib",4.33
83.38179342795,18.54022984218,"B2IV-Ve",5.69
82.97021910681667,-76.34090168363221,"K2III",5.2
86.93912016833333,-9.66960491861111,"B0.5Ia",2.06
87.83040011603666,-20.87909184884028,"K0IIIbFe-1.5CH0.5",3.85
96.43188784936025,-48.17689908359656,"B9V",5.76
97.20445710998001,-7.033058368333033,"B4Ve+B2Vn(e)+B3V:nne",3.74
99.44030260969878,-43.195935686955835,"B8III",3.17
78.63446706693006,-8.201638364722209,"B8Ia",0.13
83.70515678066583,9.489586216834999,"B0.2IV",4.41
83.846519387785,-4.838349940276388,"B1V+?",4.59
84.22661905356708,9.2906712530075,"G9.5IIIbFe-2.5",4.09
89.93029217610834,37.21258462923103,"A0VpSi",2.62
99.13682126541002,38.44550528378,"C-N5-",5.25
109.15347732104,-23.315593963849995,"K3Ib-",4.79
75.61951434554709,41.07583198882223,"K5II+B7V",3.75
77.84529846567293,-11.849087104329168,"M6III",5.68
79.78531437463376,40.09905141137223,"G1.5IV-VFe-1",4.71
83.78449002103218,9.934155874166667,"O8IIIf+B0.5V",3.66
83.8186095697,-5.3897005033,"O7Vp",5.13
83.85827580502625,-5.909888523506666,"O9IIIvar",2.77
88.27867343944,-33.80136321786,"B5V",4.87
91.03006433050544,23.26334447236106,"G5III",4.15
93.71388839009543,-6.274776778696667,"K1III:",3.96
99.14720688444,-5.21113973142,"B8IVe",5.52
66.02400605484,17.44413091721,"A2Vs",4.8
75.85454611254374,60.44224553701305,"G1Ib",4.02
84.05338894077023,-1.2019191358333312,"B0Ia",1.69
84.79644082532583,4.121468969526665,"B3Ve",4.59
97.20446000751,-7.03305939648,"B4Veshell",4.6
116.66366828304,37.51739522188,"M3III",5.18
131.18764878532,10.08166869048,"A1VpHgMnSiEu",5.66
69.53942455778,12.51083696018,"A6V",4.27
76.24172583954,-49.57783409028,"K5III",5.01
77.33184697113,9.82958407609,"A2m",5.43
83.18197656842209,32.19202236863777,"B4Ia",4.79
83.40631655411,-62.48982679379999,"F8/G0Ib",3.76
92.9849877025175,14.208767263474169,"B3IV",4.48
95.35298558477,-11.77324059989,"B1.5IVe",5.55
81.11923634279408,-2.3971475397222215,"B1V+B2:",3.35
86.92878099876,13.89959609388,"B2IV-V",5.29
90.01395680808,-3.0742584713800003,"K1.5III-IIIbCN-1",4.52
99.47258909203,-18.23748068501,"K1-III",4.43
115.31179988937959,-9.551132713051112,"G9.5III-IIIbFe-0.5",3.93
76.69021995078,-4.65516695143,"B9V",5.12
101.32235202269875,12.895594959796389,"F5IV-V",3.36
101.83262571187001,8.037256352840002,"K4III",4.77
101.96519952348,2.41217639198,"K0+III",4.47
103.1972452606746,33.96125676049195,"A2IV",3.6
103.38711217767248,-20.224252609771387,"B1IV",4.83
83.18256716166667,-17.82228927222222,"F0Ib",2.57
85.61930095694,1.47462939939,"K1III",4.9
86.82119870875,-51.066511426388885,"A6V",3.86
95.98795782918306,-52.69566138386201,"A9II",-0.74
105.60639113581,17.755519592089996,"M1",5.94
108.65891924416667,-48.271928343333336,"B8/9V",4.76
112.76861553166,82.41146708872,"M4IIIa",4.96
89.10122287687543,-14.167699537670277,"F2V",3.72
89.78668786934041,-42.815132310185554,"G8/K1II",3.96
113.44986160177,-14.52390398785,"M1Iabe+B2",4.97
119.44547624683086,-60.30307192914083,"F9.5V",5.6
130.07277068477,-53.01539739164,"B9/A0",5.61
136.03866521203622,-47.097735077495564,"K2III",3.75
137.76832538939,-44.867902374660005,"B5Ia",5.0
86.49956259956,-32.30643396160999,"O9.5V",5.18
91.24637271722,-16.48443589962,"A3+K/M",4.93
97.96402617533293,-23.4184222041275,"B0.7IV",4.33
99.6647366193,39.39085112117,"K5III",5.69
108.38466059843168,-44.63970885887889,"M5IIIe",5.1
109.28565865855,-37.09747346353528,"K4III",2.7
114.86913903345003,17.67452183794,"K5.5III",5.05
125.70878932057252,43.18813060422277,"K4+III",4.25
140.37329296116,-25.96544062992,"M0.5IIIBa0.5",4.72
92.43327206226,23.113464505680003,"B2.5Ib",5.75
93.84453491325125,29.49807647788778,"G8.5IIIb",4.35
101.18941579111001,28.97093898152,"K4III",5.44
106.66986132734549,-11.294011010555453,"B0IIIn",5.39
109.67702081318917,-24.954361319371664,"O9II",4.4
118.26514367478458,-49.613043412726945,"B2V",4.63
119.71062893045,-60.8244612389,"B3Vn",5.81
122.38312555977059,-47.336586329303486,"WC8+O7.5III-V",1.83
137.66165423475874,30.963136422966947,"M6S",5.95
139.67648299909,-51.56064960117,"B6Ia",5.93
142.98990418519,9.715765314789998,"K2.5IIIFe-0.5",5.07
112.46421790955002,-23.02429020597,"A5/7Iab/II",4.86
115.82803204470962,28.8835088440125,"K1IIIe",4.29
125.16800719327,72.40723150189,"M0III",5.98
130.05340486262,64.32793617867,"K1+III",4.61
139.27252857166667,-59.275232029166666,"A7Ib",2.26
143.21429555749293,51.67731480847444,"F7V",3.18
146.46280673687792,23.77425377711222,"G1IIIa",2.98
154.16973994383,13.72833441766,"M1III",5.41
173.25047887756918,-31.857624437632783,"G7IIIb",3.54
97.04253341978293,-32.580068342677784,"B4V",4.48
98.22594959232,7.33296969762,"A0Ib",4.5
99.83261348225001,42.488876576299994,"K2-III",4.82
111.16744721840001,-16.201472846890002,"B2Vne",5.19
116.11184921750542,24.397996469691666,"G8III-IIIb",3.57
116.31373389138793,-37.968585259939175,"K4III",3.61
138.53420867177,-44.14582014873,"B7-8V",5.85
140.80104290633,-28.833861351429988,"G8.5IIIbFe-1",4.68
145.28763405888583,9.89230789622861,"F8-G0III+A7m",3.52
100.91102357655001,3.9325303405500005,"B0III",5.9
101.11861293479,-31.07052565495,"B2V",5.17
114.79139442639,34.58430633086,"F5-6IV",4.9
131.6938009684597,6.4188015227537685,"G1III+A8V",3.38
142.31133167344,-35.95133743857333,"K3III",4.51
144.17855301204543,31.16175962368889,"M2III",5.56
147.74732523445957,59.03873362321777,"F0",3.81
151.83313496465667,16.762663324555,"A0Ib",3.41
156.52260893978251,-16.836288604756664,"K4III",3.81
159.30718604895,-27.41263553281,"M1III:Ba0.5",4.89
107.09785021416667,-26.39319957888889,"F8Ia",1.84
108.56338216558667,-26.352508045988618,"B4Ve_sh",4.65
116.32895777437875,28.02619889009357,"K0IIIb",1.14
130.30470417271,-47.31713042593999,"A5II",4.77
167.32949799545,36.30937955332,"M4III",5.74
169.61973835928958,33.09430607022111,"K3-III:",3.49
173.22553625177,-31.08722539965,"M1/2III",5.11
189.9688713973183,-39.987301756671386,"B8II/III",4.64
190.64771378314288,-48.813110316239715,"K0III",4.66
98.81595221268,0.8902181017499999,"B7Ib-II",5.86
99.42796042942895,16.399280426663772,"A1.5IV+",1.92
108.98819635530002,27.897420977140005,"M1III",5.71
112.30763598742709,-43.30143539413861,"K5III",3.25
137.01199942675,-25.85853788063,"K4III",4.56
141.89684459585948,-8.658599531745583,"K3IIIa",1.97
142.67499823420744,-40.46673934507773,"F3VFe-0.7",3.6
146.54184663665,6.70855639132,"M1III",5.79
106.41260613120001,9.185790690760001,"M0III",5.78
108.70272505556083,-26.772667556726386,"B2.5Ve",3.82
126.38052078926,-51.72741353704999,"B3IV",5.17
128.68165214948,-49.94420212839999,"K1.5Ib",5.01
160.5588303015621,-64.46642611042111,"B3V",4.82
163.12852503102,-57.24040501064,"A0Ia",5.25
165.03860085978206,-42.225858441775834,"A3V",4.39
180.91488506159706,-42.434058448510555,"F5V",5.15
201.67986058634997,-12.707662904459996,"K5III",5.25
102.46024630194668,-32.508478839148054,"B1.5Ve",3.89
104.06662450585918,-48.72114336132056,"M1III",4.95
105.72823855471499,-4.239232114966389,"B2Vn(e)",5.0
108.9142893542,7.97774371323,"M4III",5.82
109.66824556404002,-24.55869951348,"O7Iafpvar",4.95
111.43164850380958,27.79807970844639,"G9IIIb",3.79
112.04080952897002,8.925524480059998,"K3-IIIFe-0.5",4.3
114.13181033222,46.180286627179996,"M0III",5.65
114.01622127806,-14.492771915379999,"B2Ve",5.7
115.06122118372,38.34454087311,"M0III",5.73
131.67728441808165,-56.769776253820275,"B3V(n)",4.49
138.90295057607,-38.56994296101,"K1III",4.94
103.53313445883,-24.18421097264,"K2Iab",3.87
110.03072735754377,21.98230404962861,"F2VkF0mF0",3.53
114.70572976186001,-26.80175681616,"B6V",4.5
122.85788739942956,-42.98727792237056,"A5Ib",4.75
138.60202435889,-43.22748943773,"B3/5V",5.25
145.39631853109,31.277813496990007,"K6III",5.84
147.86947907884206,-14.846628713346947,"G7III",4.11
148.71751874799,-19.00933885796,"K5III",4.94
106.02721349362085,20.570298465267225,"G1Ib",3.79
108.14010473493543,-46.75930460719945,"F3VFe-1.0",4.49
109.1458033862,-27.88117904547,"M2III",4.64
130.8980726264225,-33.18638327946639,"B1.5III",3.68
144.50604759952,-43.19094006689999,"G8IIIBa1.5",5.5
158.0061045480125,-61.68533195288,"B4Vne",3.27
159.38863730625002,-13.384542478611111,"C-N5",4.82
176.40172787504667,-66.7287577037325,"A7V",3.65
123.33319648832,-15.78822467489,"G4Ib-II",4.99
134.6830531843296,-16.132727123434446,"G2VFe-1.8CH-1",5.86
138.39355559813,-47.3384062189,"B9V",5.92
144.20641315882747,-49.35502549652584,"A7V",4.35
184.39281518409328,-67.96073681176279,"M4III",4.02
187.57268878966997,-23.69641819045,"M0III",5.63
108.67490943055,24.88498429463,"M1III",5.82
112.27799528660326,31.784549252299783,"F1V",4.18
116.53103507765998,18.5099981036,"K4III",4.87
121.88603676458334,-24.304324429444446,"F5IIkF2IImF5II",2.81
129.7987692137,65.02090642292,"G0.5V",5.64
130.15654669942333,-46.648740109134444,"F0Ia",3.81
132.63301083315085,-27.70984159252084,"K2.5III",4.01
138.93783236075,-37.41314385659,"F3/5V",4.62
141.16357779905084,26.182324291628607,"K2IIIb",4.46
144.96400613436165,-1.142810731513889,"K2.5III",3.91
114.82549790798149,5.224987557059477,"F5IV-V+DQZ",0.37
117.92495302825,1.76686846141,"B8II",5.16
119.56016067830998,-49.24491520556,"B1Vp+B2:",4.41
129.77150606677,-70.38674387752,"A0V",5.2
130.91780423934,-49.822800832,"B1/2II/III(n)",5.16
154.17256318434792,23.417316988991107,"F0IIIa",3.41
156.31331456884,8.78484384598,"M3III",5.61
191.28260867319,45.44025730789,"C-N5",4.87
193.35913209457917,-40.17891354020334,"A4IV",4.27
119.24771933625,15.790278302840003,"K3-III",5.78
125.63205878624781,-48.49037863888738,"B2III",4.82
126.68307990811,12.65460913442,"M3IIIa",5.5
134.8018900723819,48.04182614451662,"A6",3.14
142.93012390931915,22.967981285818055,"K4.5III",4.31
165.45698452281042,-2.4845904574794444,"M0III",4.75
170.70657494997,43.48269846413,"G8IIIa",5.03
183.9515450373768,-17.541930457603193,"B8III",2.58
201.2982473615632,-11.161319485111932,"B1V",0.97
120.37620137937,16.455311034210002,"B9.5Vn",5.99
122.81793876918377,-12.926998685673055,"G8.5IIIb",4.72
136.99899113791412,-43.432590908860746,"K4Ib",2.21
140.26375087702914,34.39255928934889,"K6III",3.14
144.6137022018196,4.649292767776666,"K3III",4.68
158.86710645807833,-78.60778853923416,"K4III",4.12
163.32787152823542,34.214892133082785,"K0+III-IV",3.83
165.46033229797294,56.382433649496384,"A1IVps",2.37
167.14165761612,-61.94717569912,"B9.5Ia",5.19
182.91299894987998,-52.36844011674,"B3V",3.96
193.5072899675,55.95982295694445,"A1III-IVpkB9",1.77
203.69920319171,37.18241439635,"A6m",4.98
129.98999374024,-53.05472684087,"B5IV",5.19
131.17124658768913,18.154308069054167,"K0+IIIb",3.94
145.32086129214542,-23.591514310302497,"B5V",4.76
148.190904223595,26.00695118609,"K2IIIbCN1Ca1",3.88
156.7879193306,-31.06777913925,"K3III",4.25
161.56894718071,-64.51456179131,"B6Vnn",5.34
174.23721152069376,-0.8237499422280555,"G9IIIbFe-0.5",4.3
193.74393083397206,-44.15193195884278,"F9Vp",5.89
136.93670647549,10.668199885229999,"B8IIImnp",5.24
138.29990608310192,-69.71720759721548,"A1III-",1.69
148.42885098643,5.95857617208,"M2III",5.95
152.34121988981,-61.549009306520006,"K5-M6e",5.71
167.41041806264,43.207734349780004,"M2III",5.89
176.4648316583329,6.529374721233055,"M1III",4.04
140.43036583864,56.69922042706,"M4IIIa",5.47
151.9761254861525,9.997506874934166,"K3.5IIIbFe-1:",4.38
163.37356713128625,-58.85317036981778,"K0IV",3.79
176.62946888804873,-40.50035718532611,"G2V",4.88
182.08957348875,-50.722427392777774,"B2Vne",2.52
206.85579704775998,-17.859838491409995,"M2III",5.43
218.67007244468,29.745127131650005,"F4VkF2mF1",4.47
156.43446211236,-7.05982676916,"K6IIIFe-0.5",5.56
175.262567794255,34.20163377929139,"G8V",5.34
188.1167205253554,-72.13298978942889,"B5V+A:",3.88
189.59335710550997,1.85466101885,"M3+IIICa0.5",5.71
211.670614682339,-36.369954742511496,"K0-IIIb",2.05
213.01670692149872,69.43254748838528,"M2III",5.24
225.24311792452997,-8.518947335770001,"A0V",4.93
230.34981387288997,31.36738468813999,"M6.5-8e",5.8
237.1849050094375,18.141564908046668,"M0.5IIIab",4.09
238.66470688852996,-25.24373887948,"B8III/IV",5.87
239.5473677093554,-14.279355863636946,"B5IIIp_sh",4.87
169.32250195805,2.0105558593772215,"M0III",5.18
175.0532896415775,-34.74465833354389,"B9V",4.7
202.42825066102745,-23.28131989694222,"M6-9e",4.97
220.93513997409997,40.45925287078,"K4III",5.73
235.44756139817,12.847526029400003,"A2VpMnEu(Sr)",5.33
238.65770717870998,43.13856391261,"M3-III",5.38
157.39741176314,-30.60706510606,"B9/9.5V",5.56
187.46606318416664,-16.515431261666667,"A0IV(n)kB9",2.94
188.37059715355997,69.78823885895,"B6IIIe",3.89
199.73040703832623,-23.171514006915,"G8IIIa",3.0
207.40411953020498,-42.47373340873611,"B2Vnpe",3.43
224.18327105166122,-62.78102093483,"B2III",5.11
227.98363863276998,-48.737824987530004,"B9.5Vne",3.7
162.4062010556029,-16.193647060365556,"K1.5IIIHdel-0.5",3.11
175.39273503938333,31.746048628373888,"F5",5.75
183.51123939582672,-45.72391614604974,"K3III",5.31
186.26336747943998,56.77782816855,"M3III",5.81
246.02574060841243,-20.03732005239416,"K0-II-III",4.5
249.68685420526998,48.92834232506,"M2III",4.9
251.83227894786995,42.23891602905999,"M4.5III",5.87
271.363688269495,2.5000988299620857,"K0-V",4.03
160.73917486416664,-64.39445022111111,"B0Vp",2.76
242.2429538510379,36.490870568733335,"K1-III-IV",4.73
204.97190723090242,-53.466391146088995,"B1III",2.3
213.73807628646,-57.08612483487,"B4Vne",5.07
222.75446675218163,-2.29915029439,"K0III/IV",4.94
230.7889609843454,-36.85848830557861,"B4V",4.54
236.34782792631,5.447319450129999,"A0V",5.58
239.22115500019038,-29.21407444355972,"B2IV-V",3.86
190.37933367081536,-48.959871515023295,"A1IV+A0IV",2.17
196.72766418042875,-49.90624642011722,"B3V",4.27
214.0959100349329,46.08830429435917,"A0Va_lB",4.18
