ra,dec,sp_type,flux
283.43149643696995,36.97171878988,"B2V",5.573
313.03204253136,27.096944198560003,"G7IIIFe-1",4.568
235.9970805821,32.51580591514,"G9III:",5.575
228.62149478085,29.16429637325,"A1Va+",5.272
301.15072617721,32.21859814806,"B1.5Ia+",5.65
307.3488980559021,30.368555292302222,"F5Ib-II",4.01
295.68585826469,32.42674230514,"A5III",5.925
299.65825825974,30.983660786849992,"B9Vn",5.502
245.58927013859997,33.799052230520005,"M2III",5.2
255.40150540406995,33.56826846532,"A3IV",5.267
272.49584096782996,36.46626200332,"G8III",5.568
226.11142899823997,26.94764831773,"K2III",4.55
227.09909625012,26.301154108790005,"K2III",5.669
300.2752024264857,27.7535730205825,"A4III",4.651
302.63973830658,26.90416796478,"A3III",5.507
303.56053972259997,28.694817172859995,"A7IVn",5.189
294.84419130185,30.153321466460007,"G8III-IV",4.673
291.03157650551,29.62133556921,"B3/4+B6/9",4.977
282.47048882880995,32.55106028811,"A3V",5.226
280.96496615158,31.926613338640003,"F1III-IV",5.682
271.45671168244,32.23067424608,"K0III",5.709
262.73072142189,31.15813858553,"G8III",5.633
272.93801326184,33.44705875768,"A3V",5.97
233.67195203403162,26.714685000024716,"A1IV",2.24
237.14339784473003,28.1567488479,"G0Iep",5.71
250.32150433146228,31.602718703799262,"G0IV",2.8
227.14817777867998,25.108634928449998,"K1III",5.804
285.00344026273,32.1455132119,"K2.5III:Ba0.5",4.93
309.6329770046,24.11595912067,"B5IV",5.049
309.6457963499299,23.68049640015,"K1II+B7",5.929
304.19619278281,24.671101326030005,"G8III",5.302
225.52711998286998,25.00813879828,"K4III",4.81
226.82527472847997,24.86919427955,"F5V",4.93
295.92881967118,25.771920192750002,"G8III",5.497
292.84008929238,26.61717141103,"K0III-IV",5.893
267.59538484269,29.32214142528001,"K1III",5.517
271.75662775372,30.562106914579996,"F6V",5.13
275.25425068757,28.86995134982,"A8Vn",5.115
278.2081571895,30.55420879897,"B8V",5.468
274.96695760609,29.6663909464,"K4III",5.993
271.8856296342288,28.762491065638883,"B9.5III",3.827
250.40291354979,26.91688019701,"F3V:+F3V:",5.916
303.87599432779996,23.508903074919996,"G3Ib-II",5.176
306.41887077533,21.40964411734,"G6III",5.672
237.39852915443,26.068392863920003,"G5III-IVFe-1",4.63
309.63057852196,21.201162561590003,"A0Va(_sh)",4.82
298.62947127321,24.319358862590004,"A0III",5.52
292.176374672262,24.664905852074995,"M0.5IIIb",4.45
292.23784715615,24.768683610100002,"K0III",5.812
262.68462425402,26.110645612289996,"K3.5III",4.41
284.93951763396,26.230405373789996,"K2III",5.261
285.32232008882,26.29141041187,"B5V",5.687
267.2047758442,25.622868416989995,"K0IIIb",5.1
229.60211337638998,20.572763036470004,"G8IIIa",5.686
271.95652826859,26.101261644319997,"A3V",5.819
255.57790077661997,25.50561839167,"G7III:",5.762
252.93858978704998,24.6564328174,"K0.5IIIaCa0.5",5.029
260.04097557649,25.53760347143,"A3III",5.357
301.28955392776,19.99107302429,"K2III",5.093
265.8398521702599,24.32782138039,"G2IIIb",5.729
228.0177725749479,18.97603019414778,"M4SIII",5.89
261.02744624947,22.96028225747,"A7V",5.72
255.24223028160998,22.63209630887,"K3III",5.658
256.57519517104,22.08415388171,"K3III",5.565
235.3877278775,19.67039944027778,"A1V",4.505
247.80596274478,22.19545607289,"K5III",5.754
258.92279313193995,23.742758815290003,"K2III",5.975
300.01378299059,17.51650791964,"M3/5III",5.35
265.6181762672,24.56405730442,"K4III",5.558
300.81833167645993,18.5009933397,"K3II-III",5.968
297.2444157416667,19.142042100277777,"A3V",5.034
291.55519254532,20.097734628169995,"A0V",5.591
282.22244274324,19.32871642972,"A1V",5.88
288.82233721286,21.23211741026,"A4V",5.642
272.22026609551995,20.04523297864,"A8III",5.099
283.06844992022,21.425142275870005,"B9pHg",5.393
261.7047009302099,20.08097665689,"B5V",5.514
270.59602969096,20.83363521502,"B3IV",5.249
253.72987639178,20.95849053011,"G8III",5.387
271.50791899310997,22.218875717780005,"M3-SIII",5.06
310.8647231393717,15.074578684846113,"kA7hF1VmF1pSrEuCr:",4.417
294.32247111796,16.46280368281,"G8IIIv",5.659
313.90287079368,13.72153627324,"K0III",5.182
308.8272341883328,14.674214985013055,"A3Va",4.647
310.31753305956,14.58287794897,"K4III:",5.998
299.43935614400993,16.78916057833,"B9III",5.534
303.56924451093,15.197607338079997,"A1Va",4.946
300.87506149831995,16.031252307390005,"B9pHgMn",5.658
281.75514297006,18.18151606222,"AVa+",4.36
277.76853597274,16.928556217770005,"A2V",5.75
239.11326107375749,15.661613772328334,"F6V",3.84
263.34510117472,19.256677869980003,"F4V",5.648
308.4876747698,13.02720386545,"A3IVs",5.38
253.84236503436,18.43321204513,"K4III-IV",5.354
309.45466569066,11.37767523155,"A1IV",5.418
259.52059475124,17.31788390814,"A1V",5.992
288.8337092864,15.083652722710001,"G8II-III",5.571
235.24625183159,16.024589227600003,"G8III",5.991
314.60805637291,10.839286352639999,"G6III",5.506
234.12183178107,16.11908422918,"F3V",5.926
305.00078606885995,13.548088490070002,"A5m",5.938
261.13140455622,16.30100722896,"A3V",5.736
237.05544123832001,13.78908027867,"K2III",5.97
263.41412271834,16.317546314559998,"K0III",5.672
294.21856064845,11.273200648189999,"G0Ib-II",5.975
299.05938296916,11.42372252234,"A1IV",5.278
291.60056132640995,13.02380308396,"F6III",5.754
255.91375848296,13.605347587560003,"A1V",5.908
289.9139500625199,12.37467935817,"F0III",5.518
263.73362272030505,12.560037391671425,"A5IVnn",2.07
234.12322455623,10.010147053150002,"K0III:CN1Ba0.7Sr2",5.253
236.61089255068003,7.353068716340001,"G0-V",4.42
241.90641287900996,9.891740914290002,"A7V",5.635
260.9900659646,8.85257019119,"K1III",5.763
263.65289462301,9.58669638629,"A2V",5.81
305.79455580692,5.34298166294,"G8III-IV",5.301
283.86442154957,6.615301024750002,"G9III",5.566
294.79850999062,5.397772217850001,"B3V",5.17
276.99489010085,6.19410346884,"B8III",5.699
268.3091068203,6.1014228382799995,"F4IV-V",5.759
252.58075336330998,7.247683550850001,"A3m",5.469
246.04511980308,6.94821049715,"A1III",5.819
265.38468107146997,6.3131579247,"G7III",5.952
292.08665943716994,2.9300329416800004,"B7III",5.839
225.72515651496167,2.0913043610361113,"K0+IIIbFe-0.5",4.4
270.06581543772376,4.368645090768055,"B2Ve",4.6
237.7040219606796,4.477730970842778,"kA2hA5mA7V",3.693
243.31428756434997,5.02109124293,"K5III",5.453
250.16119663005998,4.21978977407,"B9V",5.761
240.21305837835,4.42735789596,"K0III/IV",5.804
298.6866452195699,0.27362510094,"B9IV",5.631
309.85371960773,0.4864319445600001,"K0III",5.153
291.629538575,0.33857080495,"F2Ib",4.72
292.25411225117,1.9504491180899994,"A0IVp",5.783
298.1182038432421,1.0056588834763889,"F6Iab+B9.8V",3.8
268.14766357024,1.30501108104,"K4III",5.917
285.8843593324,1.8187343833899998,"A4IV/V",5.815
284.31912516575,2.5353460500900002,"B8/9II",5.551
270.4383228901304,1.3050850774647222,"A0.5Van",4.429
269.0766671537,0.67035369923,"B3III",5.82
262.83889967737,2.724514451840001,"G8III+A/F",5.58
262.20689494262,0.33062490012,"A8Vp",5.412
250.42700806057996,1.18123089891,"F2V",5.724
237.57311176096002,2.19650889006,"K0IV",5.217
230.25831779848,0.7153361997499997,"K1III",5.393
247.14158665546,0.6650003175399999,"K3V",5.39
290.58978367043994,-0.25236344263999994,"K1III",5.811
295.18048761791,-0.62122288218,"A2V",5.637
290.1486932087099,-0.89215958904,"B9.5III",5.451
302.00759307016,-0.67818462373,"K1IV",5.968
294.18032376199994,-1.2865996151100005,"B5III",4.36
249.08937370706997,-2.3245869511758324,"K1V",5.77
279.3998442538,-0.30947503996,"A0V",5.768
277.42074781306997,-1.98530779712,"K0III",5.369
277.98747296793,-1.0029752111100003,"A5IV/V",5.936
256.3844116362,-0.89206603148,"B1V",5.61
307.41250016292,-2.88552815665,"K1/2III",4.9
309.18180497848,-2.54995464288,"K4+IIIBa1",4.88
225.45383755329,-0.14029798318000003,"M0.5IIb",5.71
229.60886192878,-0.46123417649000004,"K2/3III",5.89
233.24140646056,-1.1864015763599998,"K0III",5.496
281.79364256535,-4.74787304458,"G4IIa",4.22
269.90317618788,-4.821126345579999,"K5III",5.832
286.24030228311995,-4.031422543679999,"K0/1III",5.394
269.19893376232,-4.081821608520001,"K2IIICNIb/II",5.439
270.12087522471666,-3.6902715468230562,"F2V",4.616
298.32806548935,-3.1144620991600003,"F0VpSrCrEu",5.619
242.46043259314996,-3.46674411471,"K4III",5.378
255.26500740691998,-4.22264384663,"K4III",4.812
290.13710917284993,-5.415768030580001,"G8/K0IV",4.99
284.26529246809,-5.84631509312,"K1-III",4.818
294.22270369625915,-7.027479115692221,"B0.5IIIn",4.96
280.00161694314,-7.79079634449,"K3III",5.808
313.03622430074995,-5.507058186369999,"B9III",5.554
271.53082469743583,-8.323960280553887,"B2II/III",5.859
280.88021209176,-8.2752126752,"G8IIb",4.889
281.87062457251,-5.7051507255,"K4/5pec",5.2
230.2817053743,-5.82485241704,"K1III",5.537
246.93107083823998,-7.59792912537,"M3-III",5.23
263.37435437018996,-5.74480321566,"A5V",5.607
278.7599692866,-10.97720636405,"G8II/III",5.119
281.68051754733,-10.12504481494,"F0IV",5.717
240.19846801063,-8.411358271080001,"A0V",5.526
264.53960287087,-10.926268259860002,"K1III",5.727
257.44979209957,-10.523299715909998,"F5IV/V",5.43
243.03048316754,-8.547579594,"A2IV",5.424
275.80067567648,-12.014754738210002,"B8IVe",5.699
242.99997135053002,-10.06414170962,"A1V",4.928
243.46210941047,-11.83774786154,"K3III",5.239
252.45840729816996,-10.783065159579998,"F7V",4.632
263.69313130961,-11.2419984548,"B9V",5.535
260.20692403414034,-12.846876066316668,"A0/1V",4.324
312.67406973883,-12.54490219779,"K1III",5.872
291.3399787863,-13.89711758326,"K2III",5.71
283.87918911358,-16.37663561305,"F5V",5.546
231.04951580174,-10.322278854,"F4V",4.92
283.6796401973133,-15.603036856645835,"B3II",5.086
278.4125871534598,-14.8536143948213,"A0/1V",5.735
277.29937738049796,-14.565802914842225,"A1IV/V",4.675
291.54601091762,-15.05325145645,"B7IV",5.706
275.0366304882899,-15.831696853739999,"K3III",5.371
264.39666582704876,-15.398555763609995,"A9IIIpSr:",3.519
247.44550943684,-14.550798005679999,"G5III/IV",5.665
266.90324847902997,-14.725826335989998,"B9pHgMn",5.923
230.96766224704996,-12.3695021897,"G8III",5.716
295.18076262602,-16.2932706621,"K1III",5.296
295.62972079235,-16.12399803088,"F3IV/V",5.045
299.4876227432799,-15.49146815238,"A2V",4.998
277.54943526175,-18.72879595665,"K0III",5.624
257.06189471615994,-17.6090507719,"K0III",5.977
310.13549388937,-16.12417634625,"K0III",5.799
296.59058130579245,-19.761114615344447,"K0+III",4.873
314.67433276125,-14.483125053589996,"A9V",5.963
236.01833112284,-15.67283425002,"A5/7IV",5.412
289.4086630645,-18.9529062457,"G8II-III",4.878
314.41935352142997,-16.031538984400004,"A2/3III",5.869
294.26392248485,-18.23105476697,"K0III",5.642
298.0500171505,-19.045002305689998,"K0III",5.896
233.8815753993054,-14.789535531785829,"G8.5III",3.91
250.39326462279,-17.742166550610005,"G7.5II-IIICN1Ba0.5",4.923
247.7848623641479,-16.612730867286395,"G8+IIIa",4.27
284.33532038596,-20.65634787079,"B9/A0Ib",5.054
279.47677991912997,-21.39772860603,"A5IV",5.931
279.7225044145699,-21.05187527402,"G6V",5.86
282.41711665726,-20.324654640190005,"K2III",5.21
273.56624985929,-21.713162640799997,"K2III",5.473
273.4408701670833,-21.058831686944444,"B8Iab(e)",3.85
253.35505309732,-20.41580059062,"G2IV-V",5.857
250.47376195942,-19.92436096159,"F3V",5.559
261.17511795785,-21.441482789059997,"K0III",5.83
242.99889864963222,-19.46070447846264,"B2V",4.0
241.3592999275,-19.805452782777778,"B1V",2.62
304.84835118396995,-19.11852538377,"K2III",5.265
290.15895055128,-22.40254625955,"A8III",5.579
265.857473075892,-21.68319414243306,"F5V",4.861
313.69923524297,-17.92289458254,"K0III",5.782
307.47462289485,-18.58318352159,"A1V",5.897
232.06420082374,-16.71648542046,"K4.5III",5.626
226.65665213046998,-16.256818608409997,"K5-III",5.2
281.58587913429,-22.392173179269996,"K5III",5.366
279.62797636346,-23.50489520314,"B8III",5.772
283.54240867928,-22.74483961587,"K1II",4.845
278.47285965291,-24.03228199515,"K3III",5.461
269.94815189825994,-23.81611471274,"A0",4.724
235.48663508477,-19.67879299614,"M0-IIIb",4.72
270.47658748275,-22.78029423012,"B0Ib",5.77
234.56786024887,-21.016318441,"K0III",5.816
238.33355790343,-20.167075278810003,"B3V",5.027
241.70177077785254,-20.669188851758612,"B1V",3.97
285.61531266794,-24.8468254229,"K2III",5.628
283.81636040649323,-26.29672411476388,"B2.5V",2.067
291.3187110569254,-24.508567106691114,"A3/5IV/V",5.009
294.1768056753442,-24.883620868674445,"B8/9V",4.598
261.59256892034335,-24.175306945060278,"kA5hA9mF1III",4.153
294.00688955334,-24.71908064485,"A1mA2-F0",5.64
281.41412309412124,-26.99078264511139,"B8III",3.14
300.3493612876699,-22.737308903180004,"K0III",5.999
311.54161670263,-21.514036022269995,"A1V",5.902
255.03970555146998,-24.989139376769998,"F3V",5.731
274.51329851055624,-27.042643520009165,"K3II",4.627
299.73834242432997,-26.19576247541,"G6III",4.846
299.23680287255206,-27.169897010698058,"K2.5IIb",4.528
238.48276577759165,-23.978095380702776,"B2V",5.402
234.45017301303,-23.14170709737,"K0III",5.79
228.05537605958332,-19.791710893333335,"B9IVpSi",4.54
260.83996199442,-28.14283354339,"K4/5III",5.288
261.90647118256,-29.724566877670004,"B9.5IV",5.974
261.8386484717475,-29.867034824494446,"F5III-IV",4.269
251.25079134105997,-28.509657131380003,"A3IV",5.982
303.8224640668642,-27.032975451495552,"K2+V",5.723
300.6645021138671,-27.709844346463058,"M4.5III",4.58
311.5238874801846,-25.27089819194861,"F5V",4.122
240.83592977032,-25.865242571789995,"K3III",4.966
238.47464261824996,-24.5331592472,"B5V",5.372
238.87530651602998,-26.26598259947,"A3V",5.625
243.07585257034168,-27.926375912667503,"B2V",4.568
237.74476859529994,-25.75129407694,"B1.5Vn",4.635
235.0704055109,-23.81808364893,"K3-IIICN2",4.96
286.10440681372,-31.047080571049996,"A0V",5.482
277.7701727916116,-32.9890982509367,"A5V",5.386
267.2936550248199,-31.70320628738611,"B8Ib/II",4.797
296.50510465728,-31.908568390070005,"B8III",5.512
244.57457983480714,-28.614019999019167,"A1Va",4.782
234.25603706873625,-28.135110461468887,"K3.5III",3.589
242.75861792634998,-29.41621869415,"K0III",5.102
258.24399122904,-32.43833166031,"B1Ib",5.997
271.20991058644995,-35.901441009420004,"K2III",5.972
275.87011112107,-36.23798837481999,"K0III",5.518
258.83019944613,-33.54841649417,"O7.5V((f))z(e)",5.53
240.89316200613,-32.000534507320005,"F5IV/V",5.993
250.43939303973997,-33.145759861669994,"G0/2II",5.836
234.6640395654167,-29.77774877888889,"B2.5V",3.642
277.11297524201,-38.99566951021,"A2mA2-F0",5.624
274.40682166227543,-36.76169016455027,"M2III",3.11
265.62198000035505,-39.02998307638737,"B1.5III",2.386
262.23370553001,-36.77828045494,"K0III",5.985
287.3680896456666,-37.90447440014084,"A2Va",4.087
265.71290596535994,-36.94556242444,"K5III",5.52
260.7281211613,-37.22078876730999,"K1III",5.914
255.15412243679998,-35.93413427452,"K2IIICNII",5.934
249.77177750351,-37.21737604844001,"B9/A0V+B",5.914
242.46912446423,-33.54580654173,"B8V",5.497
247.84556033467496,-34.704368192821676,"B2III-IV",4.23
255.96225653649998,-38.15257198256,"F3V",5.902
267.54629914228997,-40.09043182076001,"A2Ib",4.803
269.4491771177079,-41.71629326855278,"M0III",4.863
302.7997448709225,-36.10120881266862,"K2.5V",5.32
300.066387119187,-37.701722604733,"G8/K0III",5.948
228.65549934059996,-31.51912384467,"F3III",4.918
287.08737371518,-40.49669798013,"K1III",4.571
281.2381345059599,-39.68618836516,"B9/A1V",5.439
225.52680468056,-28.06061307637,"A4IV",5.824
273.30291010635995,-41.33611033853,"B2III",5.462
287.5073196896108,-39.3407926854625,"K0II/IIICNIb",4.095
310.08261634358,-33.431846151840006,"K1III",5.466
281.93590722747,-40.40616594942,"G5/6III",5.217
229.45765656610584,-30.14866646634111,"K0IIIaCH-1",4.33
263.28078791362,-41.1730654939,"B9III",5.838
258.0675204787,-39.50694896041,"A0/1V",5.655
312.49200435483993,-33.779703994,"G8III",4.89
241.81758069741997,-36.75563286321,"F0/2V",5.7
247.06029318690997,-37.17988287113,"K1+IIICN0.5",5.79
226.63832423598,-30.91848157696,"ApSi",5.977
234.94158044832997,-34.41192079899001,"G8/K0III",4.661
276.07599787208994,-44.11025516124,"B3V",5.227
284.07063020867,-42.71067309243,"K0III",5.346
290.97156416063837,-40.615937202693054,"B8V",3.943
278.37577405682,-42.31250823975999,"G8III",4.614
285.7786534732604,-42.09510566608805,"B9.5Vann",4.725
279.89649583833,-43.18588030674,"M2III",5.425
277.98426591547,-43.50738094177,"K2III",5.686
282.21037394937,-43.6800433233,"A3V",5.456
297.96087779930997,-39.87437175263,"ApCr(Si)",5.33
259.69928516636,-44.12974648782,"B9V",5.736
261.0544936782054,-44.16258555344695,"B5/6III",5.108
266.1750396457,-42.72931945951,"A3IVn",5.871
269.1975706169499,-44.34221848895,"K2III",4.849
258.0383087285559,-43.239189530951116,"F5IV",3.33
230.45153998804454,-36.26137329029805,"K4III",3.546
251.17746946001998,-40.83967506922,"B3V",5.628
224.05512538691997,14.44626134404,"A0V",5.892
224.38854728552,-0.1676119348,"K1III",5.512
222.67154950236997,-15.997210427819997,"F3V",5.16
220.25579082934996,-36.13485910245,"B9.5III",5.658
223.58386910138,-24.642204268810005,"K2/3III",5.266
222.32810034521998,-24.251469126499998,"K3III+G",5.692
221.5282120235,-23.15303146856,"K0III",5.803
224.19214600515997,-11.409700030229999,"K4III",5.45
223.59530881338,-11.89835037709,"K0III",5.788
222.8474163722046,19.100472048411426,"G7Ve+K5Ve",4.593
224.29865769616,16.38812723833,"G5III:",5.715
221.37585193216,0.71727227856,"B9.5V",5.665
220.41146330761,8.16176457182,"G7IIIa",4.862
220.17663700065,13.534322807820004,"F0V",5.925
222.56587910560998,23.91184283892,"F9IV-V",5.867
219.55828154276,18.29837772144,"K2III:",5.91
220.18302382702,16.417797635270002,"A6V",5.761
216.61402119599998,19.22689967908,"kA7hA8mF2(III)((Sr))",5.394
217.17384296205998,-6.900526987799998,"K4/5III",5.418
217.4604902235,0.8289308687500001,"A5IV/V",5.966
215.58216496144996,-34.78679114805001,"B8V",5.568
214.84950043959,-37.00290685876001,"A2Vn",5.925
214.01724873628,18.91180145128,"A8V",5.957
216.202603412325,-24.806309875536662,"K0III",5.332
216.0472702701333,5.820127515622776,"A3V",5.094
214.77746945512624,-13.371091295024444,"A1V",4.52
214.81783216401,13.004301083630002,"F3V",5.396
211.59290834800288,-26.68236157673806,"K2-IIIFe-0.5",3.28
214.49923885007,35.50951230374999,"K0III",4.796
211.67843038542,-9.313515237120003,"F2III",5.453
212.59972288860996,25.09167695027,"F8V",4.83
213.06585643085455,2.4094292162541664,"ApSi",5.02
213.2239368859575,-10.273703461482222,"K2.5IIIFe-0.5",4.21
209.11615310432998,1.05058052801,"A5IV/V",5.898
210.41163979453543,1.5445306078263885,"A2IV/V",4.237
210.33511039216,8.89489362186,"A2V",5.973
209.66217892540996,21.69619987387,"A0Vs",5.748
208.30387535611,17.932868686369996,"G5III",5.709
208.67560472374998,-1.5031227211000002,"K1/2II/III",5.159
208.29284065343,28.648132082880004,"A8IV",5.909
207.60282795698,5.49722135015,"K0",5.993
206.73479897558997,-36.251933347599994,"A0V",5.147
206.12427845576,-16.179072836130004,"G0II:",5.567
207.46784539626,-18.13416925271,"K0+IIIb",4.959
205.40320868534,-8.702980285469998,"M1+III",5.01
206.8155757166775,17.456891543222227,"F7IV-V",4.49
206.57942367698996,38.50362346838,"G9III",5.919
207.78839884485,34.66439827046,"M2III",5.87
206.55643994728996,41.08874462894,"A5V",5.877
204.95228436564997,-40.05170740262,"K2/3III",5.603
204.67529581593996,-29.56086752604,"F3V",5.81
202.76106914624998,-39.40730527555556,"G8II/III",3.88
203.14957337937,-28.692767669449996,"A2V",5.69
203.66854248375,-13.214325434166666,"A0V",5.932
203.2151782121075,-15.363013497852222,"K1.5IIIb:",5.529
203.88040117993998,-5.39619137158,"K0III",5.706
202.99118605499538,-6.255817660835833,"M2.5III",4.69
203.01169372812,-18.72887784322,"A7IV/V",5.998
203.53304685229458,3.658969155643611,"ApEuCrSr",4.94
201.53250110470998,-39.7550858315,"K0.5IIIbBa3",5.09
201.73381795377998,-41.49756103088,"K3III",5.656
